Value	Annotation	Predicted	Residual
102.0	betaine aldehyde dehydrogenase	71.071675658287	-65.73834232495368
101.0	poly(3-hydroxyalkanoate) polymerase	70.40035288717846	-67.73368622051179
90.0	PAN domain protein	63.015802404984356	73.31753092834899
178.66666666666666	alpha-aminoadipic semialdehyde dehydrogenase	122.53975477660948	-118.53975477660948
235.33333333333334	acetyl-CoA acetyltransferase	160.5813784727609	149.0852881939058
115.0	succinyl-CoA synthase, alpha subunit	79.79887168269822	63.53446165063512
222.0	succinyl-CoA synthase, beta subunit	151.63040819131348	123.70292514201984
292.6666666666667	malate dehydrogenase, NAD-dependent	199.07055068298465	113.59611598368204
182.66666666666666	succinate dehydrogenase, flavoprotein subunit	125.2250458610437	77.44162080562296
161.33333333333334	glutamate/leucine/phenylalanine/valine dehydrogenase family protein	110.90349341072789	-110.90349341072789
137.66666666666666	hypothetical protein	95.01552116115877	-70.68218782782544
517.6666666666666	glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein	350.11817418240935	135.88182581759065
182.0	sugar ABC transporter, periplasmic sugar-binding protein	124.77749734697134	201.55583598636196
37.666666666666664	sugar ABC transporter, ATP-binding protein	27.88324405030336	65.11675594969664
482.6666666666667	aminomethyl transferase family protein	326.62187719361	-295.9552105269433
140.0	aerobic glycerol-3-phosphate dehydrogenase	96.58194096041207	65.08472570625459
58.0	L-lactate dehydrogenase, putative	41.53347372951063	74.13319293715604
49.0	branched-chain amino acid ABC transporter, periplasmic substrate-binding protein	35.491568789533645	72.17509787713303
130.66666666666666	formate dehydrogenase, alpha subunit	90.31626176339888	-72.64959509673221
1863.3333333333333	chaperonin, 60 kDa	1253.4948498374868	-219.49484983748675
187.66666666666666	sulfate adenylyltransferase	128.58165971658647	97.08500695008019
330.3333333333333	carbamoyl-phosphate synthase, large subunit	224.3570417280735	73.9762916052598
144.0	hypothetical protein	99.26723204484628	131.73276795515372
533.3333333333334	pyruvate carboxylase	360.63556426311004	264.69776907022333
27.0	oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	20.72246782514545	95.94419884152123
234.0	cold shock family protein	159.68628144461613	84.98038522205053
332.6666666666667	phasin, PhaP	225.92346152732682	212.07653847267318
113.66666666666667	ketol-acid reductoisomerase	78.90377465455349	102.42955867877986
92.0	indole acetamide hydrolase	64.35844794720147	-64.35844794720147
