Value	Annotation	Predicted	Residual
17.787050690620816	outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid [Alteromonas macleodii]	34.35529550481696	215.55911001012424
95.85243983278995	hypothetical protein MIT1002_00114 [Alteromonas macleodii]	94.3444476313312	108.30635269555117
51.384813106237914	inorganic pyrophosphatase [Alteromonas macleodii]	60.17341160989904	111.39994968921863
127.47386328278252	phosphoglycerate mutase [Alteromonas macleodii]	118.64385102434964	102.13545540206216
15.81071172499628	aconitase [Alteromonas macleodii]	32.836582792753305	156.5415612826879
217.39728621869887	LSU ribosomal protein L23P [Alteromonas macleodii]	187.7452794232458	-105.51955532895165
263.8412519108755	SSU ribosomal protein S3P [Alteromonas macleodii]	223.43502815674165	-94.26942219759457
28.65691500155576	DNA topoisomerase IV subunit A [Alteromonas macleodii]	42.70821542116705	100.70121675903886
302.37986174055385	succinylglutamic semialdehyde dehydrogenase [Alteromonas macleodii]	253.04992604198281	-137.15697633427692
346.8474884671059	acetylornithine aminotransferase apoenzyme [Alteromonas macleodii]	287.22096206341496	-157.731632781062
20.75155913905762	argininosuccinate synthase [Alteromonas macleodii]	36.63336457291244	180.2612619750288
25.692406553118957	acetolactate synthase [Alteromonas macleodii]	40.430146353071564	286.5304100848697
3.95267793124907	nickel superoxide dismutase [Alteromonas macleodii]	23.724306520371396	181.84000371536393
10.869864310934943	TonB-dependent receptor [Alteromonas macleodii]	29.03980101259418	179.43801913199408
21.739728621869887	outer membrane transport energization protein ExbB [Alteromonas macleodii]	37.392720928944264	92.74405499982046
406.13765743584196	aconitase [Alteromonas macleodii]	332.7823434253246	95.17988985285194
75.10088069373234	aconitase [Alteromonas macleodii]	78.39796415466287	166.6605915121901
26.680576035931225	aspartate kinase [Alteromonas macleodii]	41.189502709103394	110.96045919766134
7.90535586249814	Outer membrane receptor proteins [Alteromonas macleodii]	26.7617319444987	104.66993727708956
164.03613414683642	transketolase [Alteromonas macleodii]	146.74003619752722	101.87947602459047
122.5330158687212	hydrophobe/amphiphile efflux-1 (HAE1) family protein [Alteromonas macleodii]	114.84706924419052	-114.84706924419052
37.55044034686617	polyphosphate kinase [Alteromonas macleodii]	49.54242262545348	96.1330728171936
3.95267793124907	outer membrane receptor for ferrienterochelin and colicins [Alteromonas macleodii]	23.724306520371396	165.00639090865806
0.9881694828122675	3-isopropylmalate dehydratase [Alteromonas macleodii]	21.44623745227592	96.71277551787115
6.917186379685873	3-isopropylmalate dehydrogenase [Alteromonas macleodii]	26.002375588466876	124.85269302547435
0.0	2-isopropylmalate synthase [Alteromonas macleodii]	20.686881096244093	118.51414788228536
160.08345621558735	enolase [Alteromonas macleodii]	143.7026107733999	152.50422995998247
110.67498207497397	UDP-glucose pyrophosphorylase [Alteromonas macleodii]	105.7347929718086	112.45472686895614
373.52806450303717	SSU ribosomal protein S2P [Alteromonas macleodii]	307.7235836762743	-131.94181917548016
554.3630798576821	translation elongation factor Ts (EF-Ts) [Alteromonas macleodii]	446.6857968300984	-98.35950106056896
260.87674346243864	phosphoribosylformylglycinamidine synthase [Alteromonas macleodii]	221.15695908864615	103.21381076364798
72.13637224529553	chemotaxis family [Alteromonas macleodii]	76.1198950865674	125.23601194749148
8.893525345310408	methionine synthase (B12-dependent) [Alteromonas macleodii]	27.521088300530526	141.78620973614596
264.8294213936877	endothelin-converting enzyme Metallo peptidase. MEROPS family M13 [Alteromonas macleodii]	224.19438451277344	-102.79813831056752
9.881694828122676	alpha subunit [Alteromonas macleodii]	28.280444656562352	132.93377029996708
188.7403712171431	TonB-dependent Receptor Plug Domain [Alteromonas macleodii]	165.72394509832284	357.08922187917733
177.87050690620816	Protein of unknown function (DUF3450) [Alteromonas macleodii]	157.37102518197275	130.0952858248508
312.26155656867655	outer membrane transport energization protein ExbB [Alteromonas macleodii]	260.6434896023011	115.84673528614019
181.82318483745723	Tetratricopeptide repeat-containing protein [Alteromonas macleodii]	160.40845060610008	140.3305166521647
10.869864310934943	alcohol dehydrogenase (cytochrome c) [Alteromonas macleodii]	29.03980101259418	93.97506180564113
13.834372759371746	PrkA [Alteromonas macleodii]	31.31787008068966	223.1286619591339
53.36115207186245	asparagine synthase (glutamine-hydrolysing) [Alteromonas macleodii]	61.692124321962694	201.81866076762554
140.320066559342	sulfate adenylyltransferase subunit 1 [Alteromonas macleodii]	128.51548365276338	101.32807582341312
83.00623655623048	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [Alteromonas macleodii]	84.47281500291747	162.20435727996494
32.60959293280483	aspartate-semialdehyde dehydrogenase [Alteromonas macleodii]	45.745640845294346	127.12261374664685
693.6949769342118	molecular chaperone DnaK [Alteromonas macleodii]	553.7550430305859	-174.67503155649757
18.775220173433084	phosphotransacetylase [Alteromonas macleodii]	35.11465186084879	115.74041675309243
57.31383000311152	iron complex outermembrane recepter protein [Alteromonas macleodii]	64.72954974609	103.60657832096886
135.37921914528064	starch phosphorylase [Alteromonas macleodii]	124.71870187260424	114.83655729974873
10.869864310934943	glucose-1-phosphate adenylyltransferase [Alteromonas macleodii]	29.03980101259418	103.36303817861173
99.80511776403903	DNA topoisomerase I [Alteromonas macleodii]	97.38187305545851	129.87189983507096
83.99440603904273	peptidyl-dipeptidase A [Alteromonas macleodii]	85.23217135894929	99.93756951481542
41.50311827811524	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [Alteromonas macleodii]	52.57984804958078	118.34606660312511
44.46762672655204	phosphoenolpyruvate synthase [Alteromonas macleodii]	54.85791711767626	266.92306614897086
400.2086405389684	isocitrate dehydrogenase [Alteromonas macleodii]	328.22620528913365	287.49555544845464
65.21918586560966	citrate synthase [Alteromonas macleodii]	70.8044005943446	133.78873967177307
213.4446082874498	succinate dehydrogenase subunit A [Alteromonas macleodii]	184.7078539991185	156.82025198308745
145.26091397340335	iron complex outermembrane recepter protein [Alteromonas macleodii]	132.31226543292252	-103.50088966759898
511.8717920967546	glutamate dehydrogenase (NAD) [Alteromonas macleodii]	414.0334735207299	-206.85054666896514
233.20799794369518	L-alanine dehydrogenase [Alteromonas macleodii]	199.89498111975504	-157.16350245657856
912.0804326357231	small subunit ribosomal protein S1 [Alteromonas macleodii]	721.5727977136195	-306.8832206868841
1.976338965624535	glucosyl-3-phosphoglycerate synthase [Alteromonas macleodii]	22.205593808307746	128.32575148242756
38.53860982967844	iron complex outermembrane recepter protein [Alteromonas macleodii]	50.30177898148531	100.55328963245591
345.8593189842937	TonB-dependent Receptor Plug Domain [Alteromonas macleodii]	286.4616057073832	-244.05385036741262
7.90535586249814	glyceraldehyde 3-phosphate dehydrogenase [Alteromonas macleodii]	26.7617319444987	103.05132066106015
159.09528673277507	4-alpha-glucanotransferase [Alteromonas macleodii]	142.94325441736805	-105.71507224869157
191.7048796655799	glyceraldehyde-3-phosphate dehydrogenase (NAD+) [Alteromonas macleodii]	168.00201416641832	-98.4014996771536
340.9184715702323	pyruvate kinase [Alteromonas macleodii]	282.664823927224	-116.91848244581223
109.6868125921617	Poly(hydroxyalcanoate) granule associated protein (phasin) [Alteromonas macleodii]	104.97543661577677	145.26269222237033
13.834372759371746	ATP phosphoribosyltransferase (homohexameric) [Alteromonas macleodii]	31.31787008068966	97.84773587845743
113.63949052341079	Adenylate kinase [Alteromonas macleodii]	108.01286203990409	135.42707701091948
3.95267793124907	D-lactate dehydrogenase [Alteromonas macleodii]	23.724306520371396	101.2328962370992
366.6108781233513	ATP-dependent Clp protease ATP-binding subunit ClpB [Alteromonas macleodii]	302.4080891840515	-153.81908383255148
0.0	type IV pilus assembly protein PilY1 [Alteromonas macleodii]	20.686881096244093	214.01252822802067
234.19616742650743	SSU ribosomal protein S20P [Alteromonas macleodii]	200.65433747578686	-153.06700896452213
332.0249462249219	DNA-binding protein HU-beta [Alteromonas macleodii]	275.83061672293763	120.08300755785655
162.05979518121188	ATP-dependent Clp protease ATP-binding subunit ClpX [Alteromonas macleodii]	145.22132348546353	-96.66282500458117
0.9881694828122675	isocitrate lyase [Alteromonas macleodii]	21.44623745227592	384.17908652469475
65.21918586560966	D-3-phosphoglycerate dehydrogenase [Alteromonas macleodii]	70.8044005943446	149.65118250886133
572.150130548303	dihydrolipoamide dehydrogenase [Alteromonas macleodii]	460.3542112386714	125.5850037639758
253.95955708275278	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [Alteromonas macleodii]	215.84146459642338	109.50047522548843
500.01375830300736	pyruvate dehydrogenase E1 component [Alteromonas macleodii]	404.921197248348	95.55506042794622
8.893525345310408	type IV pilus assembly protein PilA [Alteromonas macleodii]	27.521088300530526	215.2714041038813
130.43837173121932	cell division protein FtsZ [Alteromonas macleodii]	120.92192009244512	-104.41203060894512
